user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,lux,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151428000000000,1464151429000000000,TMG399X RGB Sensor,0.0,1464151428198231511
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151428000000000,1464151429000000000,TMG399X RGB Sensor,0.0,1464151428375451823
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151428000000000,1464151429000000000,TMG399X RGB Sensor,0.0,1464151428556101927
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151428000000000,1464151429000000000,TMG399X RGB Sensor,0.0,1464151428731167292
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151428000000000,1464151429000000000,TMG399X RGB Sensor,0.0,1464151428910620937
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151429000000000,1464151430000000000,TMG399X RGB Sensor,0.0,1464151429264282813
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151429000000000,1464151430000000000,TMG399X RGB Sensor,0.0,1464151429444350990
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151429000000000,1464151430000000000,TMG399X RGB Sensor,0.0,1464151429622052500
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151429000000000,1464151430000000000,TMG399X RGB Sensor,0.0,1464151429801532761
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151429000000000,1464151430000000000,TMG399X RGB Sensor,0.0,1464151429978483803
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151430000000000,1464151431000000000,TMG399X RGB Sensor,0.0,1464151430333226875
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151430000000000,1464151431000000000,TMG399X RGB Sensor,0.0,1464151430510404375
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151430000000000,1464151431000000000,TMG399X RGB Sensor,0.0,1464151430689944271
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151430000000000,1464151431000000000,TMG399X RGB Sensor,0.0,1464151430867034375
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151431000000000,1464151432000000000,TMG399X RGB Sensor,0.0,1464151431224122708
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151431000000000,1464151432000000000,TMG399X RGB Sensor,0.0,1464151431400795209
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151431000000000,1464151432000000000,TMG399X RGB Sensor,0.0,1464151431578560313
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151431000000000,1464151432000000000,TMG399X RGB Sensor,0.0,1464151431756777864
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151431000000000,1464151432000000000,TMG399X RGB Sensor,0.0,1464151431934159844
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151432000000000,1464151433000000000,TMG399X RGB Sensor,0.0,1464151432290358490
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151432000000000,1464151433000000000,TMG399X RGB Sensor,0.0,1464151432468377344
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151432000000000,1464151433000000000,TMG399X RGB Sensor,0.0,1464151432645602761
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464151432000000000,1464151433000000000,TMG399X RGB Sensor,0.0,1464151432825827604
