user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,event_type,data,number,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151308192000000,1464151308192000000,ServiceStateChanged,STATE_IN_SERVICE,null,1464151308192000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151308195000000,1464151308195000000,CellLocationChanged,[37136;107805706;0],null,1464151308195000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151308195000000,1464151308195000000,CallState,CALL_STATE_IDLE,,1464151308195000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151308195000000,1464151308195000000,DataConnectionStateChanged,DATA_CONNECTED,null,1464151308195000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151308195000000,1464151308195000000,DataConnectionStateChanged,DATA_CONNECTED,null,1464151308195000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151308195000000,1464151308195000000,DataActivity,DATA_ACTIVITY_NONE,null,1464151308195000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151316312000000,1464151316312000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464151316312000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151317313000000,1464151317313000000,DataActivity,DATA_ACTIVITY_NONE,null,1464151317313000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151328394000000,1464151328394000000,DataActivity,DATA_ACTIVITY_OUT,null,1464151328394000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151329420000000,1464151329420000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464151329420000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464151330444000000,1464151330444000000,DataActivity,DATA_ACTIVITY_NONE,null,1464151330444000000
