user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,event_type,data,number,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152615810000000,1464152615810000000,CellLocationChanged,[37145;108011793;0],null,1464152615810000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152618051000000,1464152618051000000,DataActivity,DATA_ACTIVITY_OUT,null,1464152618051000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152619051000000,1464152619051000000,DataActivity,DATA_ACTIVITY_IN,null,1464152619051000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152620065000000,1464152620065000000,DataActivity,DATA_ACTIVITY_NONE,null,1464152620065000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152654707000000,1464152654707000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464152654707000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152655732000000,1464152655732000000,DataActivity,DATA_ACTIVITY_NONE,null,1464152655732000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152693055000000,1464152693055000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464152693055000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152694050000000,1464152694050000000,DataActivity,DATA_ACTIVITY_NONE,null,1464152694050000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152698073000000,1464152698073000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464152698073000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464152699088000000,1464152699088000000,DataActivity,DATA_ACTIVITY_NONE,null,1464152699088000000
