user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,lux,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134095000000000,1464134096000000000,TMG399X RGB Sensor,0.0,1464134095332981979
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134095000000000,1464134096000000000,TMG399X RGB Sensor,0.0,1464134095511410989
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134095000000000,1464134096000000000,TMG399X RGB Sensor,0.0,1464134095689309688
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134095000000000,1464134096000000000,TMG399X RGB Sensor,0.0,1464134095867419219
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134096000000000,1464134097000000000,TMG399X RGB Sensor,0.0,1464134096223058541
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134096000000000,1464134097000000000,TMG399X RGB Sensor,0.0,1464134096400728333
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134096000000000,1464134097000000000,TMG399X RGB Sensor,0.0,1464134096578261823
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134096000000000,1464134097000000000,TMG399X RGB Sensor,0.0,1464134096755631042
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134096000000000,1464134097000000000,TMG399X RGB Sensor,0.0,1464134096946528333
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134097000000000,1464134098000000000,TMG399X RGB Sensor,0.0,1464134097290383854
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134097000000000,1464134098000000000,TMG399X RGB Sensor,0.0,1464134097469568334
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134097000000000,1464134098000000000,TMG399X RGB Sensor,0.0,1464134097646383802
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134097000000000,1464134098000000000,TMG399X RGB Sensor,0.0,1464134097823344166
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134098000000000,1464134099000000000,TMG399X RGB Sensor,0.0,1464134098179334688
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134098000000000,1464134099000000000,TMG399X RGB Sensor,0.0,1464134098358206823
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134098000000000,1464134099000000000,TMG399X RGB Sensor,0.0,1464134098535118490
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134098000000000,1464134099000000000,TMG399X RGB Sensor,0.0,1464134098713370364
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134098000000000,1464134099000000000,TMG399X RGB Sensor,0.0,1464134098891108385
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134099000000000,1464134100000000000,TMG399X RGB Sensor,0.0,1464134099247039739
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134099000000000,1464134100000000000,TMG399X RGB Sensor,0.0,1464134099425280052
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134099000000000,1464134100000000000,TMG399X RGB Sensor,0.0,1464134099602745468
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134099000000000,1464134100000000000,TMG399X RGB Sensor,0.0,1464134099780230312
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134099000000000,1464134100000000000,TMG399X RGB Sensor,0.0,1464134099958460677
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134100000000000,1464134101000000000,TMG399X RGB Sensor,0.0,1464134100315053907
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134100000000000,1464134101000000000,TMG399X RGB Sensor,0.0,1464134100493482760
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464134100000000000,1464134101000000000,TMG399X RGB Sensor,0.0,1464134100670575208
