user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,bssid,ssid,frequency,level,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,5c:8f:e0:11:41:05,nsupern1,5805,-72.0,1464137386410673070
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,ac:22:0b:87:33:2c,KorZaN5GHz,5805,-76.0,1464137386410435309
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,a0:63:91:0e:5a:08,NETGEAR46,2457,-79.0,1464137386410185653
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,2c:44:fd:60:cd:6b,HP-Print-6B-Photosmart 7520,2417,-80.0,1464137386409949903
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,74:85:2a:76:98:99,,2462,-81.0,1464137386410814195
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,a0:63:91:0e:5a:0c,NETGEAR46-5G,5745,-88.0,1464137386410652361
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,a8:9d:21:d7:f7:70,NHN,5825,-89.0,1464137386410501549
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,08:86:3b:f2:89:cc,CrazyDiamond,2442,-86.0,1464137386410226143
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,b2:b2:dc:a0:32:9c,CenturyLink5643,2462,-86.0,1464137386410073570
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464137383000000000,1464137393000000000,78:cd:8e:2c:1b:79,,2417,-89.0,1464137386410820289
