user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,x,y,z,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.12,-116.58,65.16,1464137234016008021
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.18,-116.58,65.16,1464137234025800625
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.24,-116.52,65.22,1464137234035554323
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.24,-116.52,65.22,1464137234045369895
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.3,-116.52,65.22,1464137234056170155
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.3,-116.46,65.28,1464137234066222290
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.36,-116.46,65.28,1464137234075729844
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.36,-116.52,65.28,1464137234085502604
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.42,-116.46,65.34,1464137234095287500
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.42,-116.46,65.34,1464137234105067344
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.48,-116.46,65.34,1464137234114882552
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.42,-116.46,65.34,1464137234124653074
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.36,-116.46,65.34,1464137234134467500
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.24,-116.46,65.34,1464137234144716562
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-9.0,-116.46,65.4,1464137234154516355
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-8.82,-116.46,65.4,1464137234164249687
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-8.58,-116.46,65.46,1464137234174976198
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-8.28,-116.46,65.46,1464137234184123855
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-8.04,-116.46,65.52,1464137234193912916
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-7.8,-116.46,65.58,1464137234204209688
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-7.56,-116.46,65.58,1464137234214745416
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-7.32,-116.46,65.64,1464137234223852969
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-7.14,-116.46,65.7,1464137234234414219
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-6.96,-116.46,65.76,1464137234244723386
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-6.78,-116.46,65.82,1464137234253747969
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-6.6,-116.46,65.88,1464137234263290417
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-6.42,-116.46,65.94,1464137234273153802
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,magnetometer,1464137234000000000,1464137235000000000,AK09911C Magnetic field Sensor,-6.3,-116.46,66.0,1464137234283340000
