user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,lux,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135422000000000,1464135423000000000,TMG399X RGB Sensor,0.0,1464135422271304532
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135422000000000,1464135423000000000,TMG399X RGB Sensor,0.0,1464135422448676198
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135422000000000,1464135423000000000,TMG399X RGB Sensor,0.0,1464135422626290990
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135422000000000,1464135423000000000,TMG399X RGB Sensor,0.0,1464135422807216458
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135422000000000,1464135423000000000,TMG399X RGB Sensor,0.0,1464135422982045676
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135423000000000,1464135424000000000,TMG399X RGB Sensor,0.0,1464135423160383959
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135423000000000,1464135424000000000,TMG399X RGB Sensor,0.0,1464135423338128386
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135423000000000,1464135424000000000,TMG399X RGB Sensor,0.0,1464135423516932553
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135423000000000,1464135424000000000,TMG399X RGB Sensor,0.0,1464135423695630886
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135423000000000,1464135424000000000,TMG399X RGB Sensor,0.0,1464135423872485573
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135424000000000,1464135425000000000,TMG399X RGB Sensor,0.0,1464135424227724531
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135424000000000,1464135425000000000,TMG399X RGB Sensor,0.0,1464135424405706094
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135424000000000,1464135425000000000,TMG399X RGB Sensor,0.0,1464135424583080156
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135424000000000,1464135425000000000,TMG399X RGB Sensor,0.0,1464135424762453646
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135424000000000,1464135425000000000,TMG399X RGB Sensor,0.0,1464135424939965624
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135425000000000,1464135426000000000,TMG399X RGB Sensor,0.0,1464135425296194375
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135425000000000,1464135426000000000,TMG399X RGB Sensor,0.0,1464135425473721353
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135425000000000,1464135426000000000,TMG399X RGB Sensor,0.0,1464135425650720209
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135425000000000,1464135426000000000,TMG399X RGB Sensor,0.0,1464135425828657552
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135426000000000,1464135427000000000,TMG399X RGB Sensor,0.0,1464135426186347396
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135426000000000,1464135427000000000,TMG399X RGB Sensor,0.0,1464135426364710417
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135426000000000,1464135427000000000,TMG399X RGB Sensor,0.0,1464135426540885156
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135426000000000,1464135427000000000,TMG399X RGB Sensor,0.0,1464135426718417865
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135426000000000,1464135427000000000,TMG399X RGB Sensor,0.0,1464135426896763646
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135427000000000,1464135428000000000,TMG399X RGB Sensor,0.0,1464135427252194791
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135427000000000,1464135428000000000,TMG399X RGB Sensor,0.0,1464135427430284375
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135427000000000,1464135428000000000,TMG399X RGB Sensor,0.0,1464135427608981876
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135427000000000,1464135428000000000,TMG399X RGB Sensor,0.0,1464135427786667187
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135427000000000,1464135428000000000,TMG399X RGB Sensor,0.0,1464135427963413593
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135428000000000,1464135429000000000,TMG399X RGB Sensor,0.0,1464135428320656771
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135428000000000,1464135429000000000,TMG399X RGB Sensor,0.0,1464135428498639740
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135428000000000,1464135429000000000,TMG399X RGB Sensor,0.0,1464135428676357396
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135428000000000,1464135429000000000,TMG399X RGB Sensor,0.0,1464135428853758751
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135429000000000,1464135430000000000,TMG399X RGB Sensor,0.0,1464135429209315521
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135429000000000,1464135430000000000,TMG399X RGB Sensor,0.0,1464135429388669844
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135429000000000,1464135430000000000,TMG399X RGB Sensor,0.0,1464135429566664792
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135429000000000,1464135430000000000,TMG399X RGB Sensor,0.0,1464135429744219219
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135429000000000,1464135430000000000,TMG399X RGB Sensor,0.0,1464135429921084478
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135430000000000,1464135431000000000,TMG399X RGB Sensor,0.0,1464135430284503802
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135430000000000,1464135431000000000,TMG399X RGB Sensor,0.0,1464135430454950886
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135430000000000,1464135431000000000,TMG399X RGB Sensor,0.0,1464135430632805052
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135430000000000,1464135431000000000,TMG399X RGB Sensor,0.0,1464135430811362031
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135430000000000,1464135431000000000,TMG399X RGB Sensor,0.0,1464135430989015053
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135431000000000,1464135432000000000,TMG399X RGB Sensor,0.0,1464135431345809740
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135431000000000,1464135432000000000,TMG399X RGB Sensor,0.0,1464135431523334479
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135431000000000,1464135432000000000,TMG399X RGB Sensor,0.0,1464135431701157344
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135431000000000,1464135432000000000,TMG399X RGB Sensor,0.0,1464135431878302396
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135432000000000,1464135433000000000,TMG399X RGB Sensor,0.0,1464135432234811198
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135432000000000,1464135433000000000,TMG399X RGB Sensor,0.0,1464135432413773593
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135432000000000,1464135433000000000,TMG399X RGB Sensor,0.0,1464135432591358646
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135432000000000,1464135433000000000,TMG399X RGB Sensor,0.0,1464135432769699583
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135432000000000,1464135433000000000,TMG399X RGB Sensor,0.0,1464135432945666719
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135433000000000,1464135434000000000,TMG399X RGB Sensor,0.0,1464135433123509791
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135433000000000,1464135434000000000,TMG399X RGB Sensor,0.0,1464135433302284791
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135433000000000,1464135434000000000,TMG399X RGB Sensor,0.0,1464135433479598385
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464135433000000000,1464135434000000000,TMG399X RGB Sensor,0.0,1464135433657272292
