user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,pressure,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135905000000000,1464135906000000000,Barometer Sensor,1012.48755,1464135905327518334
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135905000000000,1464135906000000000,Barometer Sensor,1012.3926,1464135905504552500
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135905000000000,1464135906000000000,Barometer Sensor,1012.3013,1464135905683094634
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135905000000000,1464135906000000000,Barometer Sensor,1012.301,1464135905860316667
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135906000000000,1464135907000000000,Barometer Sensor,1012.3269,1464135906216351615
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135906000000000,1464135907000000000,Barometer Sensor,1012.0825,1464135906394738333
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135906000000000,1464135907000000000,Barometer Sensor,1012.2866,1464135906572751354
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135906000000000,1464135907000000000,Barometer Sensor,1012.3008,1464135906751452239
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135906000000000,1464135907000000000,Barometer Sensor,1012.2446,1464135906928186458
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135907000000000,1464135908000000000,Barometer Sensor,1012.14355,1464135907283831770
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135907000000000,1464135908000000000,Barometer Sensor,1012.0864,1464135907463333125
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135907000000000,1464135908000000000,Barometer Sensor,1012.0613,1464135907639987813
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135907000000000,1464135908000000000,Barometer Sensor,1011.9939,1464135907817388854
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464135907000000000,1464135908000000000,Barometer Sensor,1011.99023,1464135907995206250
