user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,bssid,ssid,frequency,level,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135323000000000,1464135333000000000,10:bd:18:6b:4f:60,Tunnel WIFI,2462,-90.0,1464135323326411565
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135323000000000,1464135333000000000,10:bd:18:6a:63:40,Tunnel WIFI,2412,-79.0,1464135326802396649
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135323000000000,1464135333000000000,10:bd:18:6b:4f:60,Tunnel WIFI,2462,-91.0,1464135326803301097
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135323000000000,1464135333000000000,10:bd:18:6a:63:40,Tunnel WIFI,2412,-80.0,1464135330256197890
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135323000000000,1464135333000000000,10:bd:18:6b:4f:60,Tunnel WIFI,2462,-91.0,1464135326802618703
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135343000000000,1464135353000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-89.0,1464135349880492200
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135343000000000,1464135353000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-89.0,1464135349880856211
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135353000000000,1464135363000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-87.0,1464135360226206880
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135373000000000,1464135383000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-87.0,1464135376415989262
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135373000000000,1464135383000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-88.0,1464135379818670794
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135383000000000,1464135393000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-85.0,1464135386707820631
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135383000000000,1464135393000000000,10:bd:18:6b:8c:60,Tunnel WIFI,2437,-84.0,1464135390142660725
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464135393000000000,1464135403000000000,10:bd:18:6a:df:00,Tunnel WIFI,2462,-88.0,1464135401544240563
