user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,bssid,ssid,frequency,level,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136393000000000,1464136403000000000,08:cc:68:62:e9:dd,ICA-Guest,5785,-90.0,1464136396410949849
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136393000000000,1464136403000000000,08:cc:68:62:e9:df,fanTM,5785,-91.0,1464136396410869391
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136393000000000,1464136403000000000,08:cc:68:62:e9:dd,ICA-Guest,5785,-90.0,1464136396410787402
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136393000000000,1464136403000000000,08:cc:68:62:e9:df,fanTM,5785,-91.0,1464136396411540173
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:b8:bd:5f,fanTM,5745,-88.0,1464136426400484861
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:62:e9:df,fanTM,5785,-89.0,1464136426400435267
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:62:e9:de,ICA-Staff,5785,-90.0,1464136426400143319
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:b8:bd:50,fanTM,2437,-86.0,1464136426400002684
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:b8:bd:5f,fanTM,5745,-84.0,1464136429852095621
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:62:e9:df,fanTM,5785,-86.0,1464136429852029194
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:62:e9:de,ICA-Staff,5785,-87.0,1464136429851968559
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:b8:bd:50,fanTM,2437,-86.0,1464136426400323205
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,08:cc:68:62:e9:dd,ICA-Guest,5785,-89.0,1464136429851863434
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136423000000000,1464136433000000000,70:10:5c:f4:c2:cf,fanTM,5745,-90.0,1464136429851809715
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:62:e9:de,ICA-Staff,5785,-84.0,1464136433217164051
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:62:e9:dd,ICA-Guest,5785,-82.0,1464136433217107353
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,44:ad:d9:8f:b4:df,fanTM,5785,-89.0,1464136433217045894
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:33,eduroam,5805,-90.0,1464136433217006832
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:32,UWMed Clinical Svc,5805,-91.0,1464136433216959780
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:30,University of Washington,5805,-90.0,1464136433216902853
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:31,Patients and Visitors,5805,-90.0,1464136433216858342
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:b8:bd:5f,fanTM,5745,-81.0,1464136433217413688
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:62:e9:df,fanTM,5785,-81.0,1464136436593046771
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:62:e9:de,ICA-Staff,5785,-81.0,1464136436592983396
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:62:e9:dd,ICA-Guest,5785,-82.0,1464136433217017041
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,70:10:5c:f4:c2:cf,fanTM,5745,-83.0,1464136436592660041
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,44:ad:d9:8f:b4:df,fanTM,5785,-90.0,1464136436592625708
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:33,eduroam,5805,-90.0,1464136433216867822
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:32,UWMed Clinical Svc,5805,-91.0,1464136433216817176
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:30,University of Washington,5805,-90.0,1464136433217760249
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,f0:5c:19:82:39:31,Patients and Visitors,5805,-90.0,1464136433217714906
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464136433000000000,1464136443000000000,08:cc:68:b8:bd:50,fanTM,2437,-79.0,1464136436593339322
