user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,bssid,ssid,frequency,level,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,2c:30:33:ca:7b:53,NETGEAR82,2422,-62.0,1464133738043266856
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,f2:fa:58:0c:bf:90,EMPIRE ESPRESSO,2437,-68.0,1464133738043208158
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,4c:60:de:32:1a:63,ONEMEANMF,2442,-70.0,1464133738043178918
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,4e:60:de:32:1a:64,DOIKNOWYOU,2442,-70.0,1464133738043140564
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,92:ef:68:09:dc:44,Celeries,2447,-80.0,1464133738043094450
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,02:1d:d6:f9:63:a0,,2412,-82.0,1464133738043018325
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,dc:ef:09:ad:5d:99,NETGEAR02-5G-2,5765,-90.0,1464133738043063221
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,00:71:c2:51:0a:42,xfinitywifi,2412,-52.0,1464133738042910543
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,22:86:8c:50:3a:77,xfinitywifi,5180,-87.0,1464133738043957439
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,f2:fb:58:0c:bf:90,EMPIRE ESPRESSO,5745,-72.0,1464133738043931439
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,f0:99:bf:0c:58:fb,,5745,-72.0,1464133738043871585
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,2c:30:33:ca:7b:52,NETGEAR82-5G,5765,-76.0,1464133738043835533
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,00:24:7b:63:f9:ec,Everlast,2462,-79.0,1464133738043755450
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,10:86:8c:50:3a:77,csgehrmann,5180,-89.0,1464133738043719429
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,5c:8f:e0:9d:83:34,Shadowkat,5805,-86.0,1464133738043692731
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,wlan,1464133733000000000,1464133743000000000,dc:ef:09:ad:5d:98,NETGEAR02,2412,-84.0,1464133738043527814
