user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,event_type,data,number,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137639388000000,1464137639388000000,CellLocationChanged,[37136;107805967;0],null,1464137639388000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137723597000000,1464137723597000000,CellLocationChanged,[37136;107805969;0],null,1464137723597000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137724950000000,1464137724950000000,DataActivity,DATA_ACTIVITY_NONE,null,1464137724950000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137726961000000,1464137726961000000,DataActivity,DATA_ACTIVITY_OUT,null,1464137726961000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137727967000000,1464137727967000000,DataActivity,DATA_ACTIVITY_IN,null,1464137727967000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137728982000000,1464137728982000000,DataActivity,DATA_ACTIVITY_NONE,null,1464137728982000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137735120000000,1464137735120000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464137735120000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137748850000000,1464137748850000000,DataConnectionStateChanged,DATA_DISCONNECTED,null,1464137748850000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137748860000000,1464137748860000000,DataConnectionStateChanged,DATA_DISCONNECTED,null,1464137748860000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464137748991000000,1464137748991000000,DataActivity,DATA_ACTIVITY_NONE,null,1464137748991000000
