user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,lux,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138436000000000,1464138437000000000,TMG399X RGB Sensor,0.0,1464138436319051771
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138436000000000,1464138437000000000,TMG399X RGB Sensor,0.0,1464138436496142187
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138436000000000,1464138437000000000,TMG399X RGB Sensor,0.0,1464138436672859114
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138436000000000,1464138437000000000,TMG399X RGB Sensor,0.0,1464138436852831459
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138437000000000,1464138438000000000,TMG399X RGB Sensor,0.0,1464138437206907604
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138437000000000,1464138438000000000,TMG399X RGB Sensor,0.0,1464138437385500261
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138437000000000,1464138438000000000,TMG399X RGB Sensor,0.0,1464138437563329948
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138437000000000,1464138438000000000,TMG399X RGB Sensor,0.0,1464138437740691615
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138437000000000,1464138438000000000,TMG399X RGB Sensor,0.0,1464138437918932552
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138438000000000,1464138439000000000,TMG399X RGB Sensor,0.0,1464138438274928021
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138438000000000,1464138439000000000,TMG399X RGB Sensor,0.0,1464138438453355104
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,light,1464138438000000000,1464138439000000000,TMG399X RGB Sensor,0.0,1464138438630801355
