user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,event_type,data,number,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735326000000,1464133735326000000,ServiceStateChanged,STATE_IN_SERVICE,null,1464133735326000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735327000000,1464133735327000000,CellLocationChanged,[37145;108011784;0],null,1464133735327000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735329000000,1464133735329000000,CallState,CALL_STATE_IDLE,,1464133735329000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735329000000,1464133735329000000,DataConnectionStateChanged,DATA_CONNECTED,null,1464133735329000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735330000000,1464133735330000000,DataConnectionStateChanged,DATA_CONNECTED,null,1464133735330000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735330000000,1464133735330000000,DataActivity,DATA_ACTIVITY_INOUT,null,1464133735330000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133735330000000,1464133735330000000,DataActivity,DATA_ACTIVITY_NONE,null,1464133735330000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133737800000000,1464133737800000000,DataActivity,DATA_ACTIVITY_IN,null,1464133737800000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133738807000000,1464133738807000000,DataActivity,DATA_ACTIVITY_NONE,null,1464133738807000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133747596000000,1464133747596000000,CellLocationChanged,[37145;108011786;0],null,1464133747596000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133817792000000,1464133817792000000,DataConnectionStateChanged,DATA_DISCONNECTED,null,1464133817792000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133817819000000,1464133817819000000,DataConnectionStateChanged,DATA_DISCONNECTED,null,1464133817819000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464133817864000000,1464133817864000000,DataActivity,DATA_ACTIVITY_NONE,null,1464133817864000000
