user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,event_type,data,number,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388063000000,1464135388063000000,ServiceStateChanged,STATE_OUT_OF_SERVICE,null,1464135388063000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388120000000,1464135388120000000,ServiceStateChanged,STATE_OUT_OF_SERVICE,null,1464135388120000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388150000000,1464135388150000000,DataConnectionStateChanged,DATA_CONNECTED,null,1464135388150000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388151000000,1464135388151000000,DataConnectionStateChanged,DATA_CONNECTED,null,1464135388151000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388193000000,1464135388193000000,DataConnectionStateChanged,DATA_DISCONNECTED,null,1464135388193000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388195000000,1464135388195000000,DataConnectionStateChanged,DATA_DISCONNECTED,null,1464135388195000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135388234000000,1464135388234000000,CellLocationChanged,[0;107777553;-1],null,1464135388234000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135461085000000,1464135461085000000,CellLocationChanged,[0;0;-1],null,1464135461085000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135462431000000,1464135462431000000,DataActivity,DATA_ACTIVITY_NONE,null,1464135462431000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135466450000000,1464135466450000000,DataActivity,DATA_ACTIVITY_NONE,null,1464135466450000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135467458000000,1464135467458000000,DataActivity,DATA_ACTIVITY_NONE,null,1464135467458000000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,phonestate,1464135468464000000,1464135468464000000,DataActivity,DATA_ACTIVITY_NONE,null,1464135468464000000
