user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,pressure,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133835000000000,1464133836000000000,Barometer Sensor,1011.0962,1464133835922688073
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133836000000000,1464133837000000000,Barometer Sensor,1010.96924,1464133836278020677
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133836000000000,1464133837000000000,Barometer Sensor,1010.9634,1464133836456028229
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133836000000000,1464133837000000000,Barometer Sensor,1010.9946,1464133836633736979
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133836000000000,1464133837000000000,Barometer Sensor,1010.6113,1464133836811903854
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133836000000000,1464133837000000000,Barometer Sensor,1011.1416,1464133836989927396
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133837000000000,1464133838000000000,Barometer Sensor,1010.9011,1464133837346107292
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133837000000000,1464133838000000000,Barometer Sensor,1010.7837,1464133837523538853
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133837000000000,1464133838000000000,Barometer Sensor,1010.9946,1464133837702133698
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133837000000000,1464133838000000000,Barometer Sensor,1011.1289,1464133837879211771
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133838000000000,1464133839000000000,Barometer Sensor,1011.79175,1464133838235597917
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133838000000000,1464133839000000000,Barometer Sensor,1010.88525,1464133838413251146
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133838000000000,1464133839000000000,Barometer Sensor,1011.0593,1464133838591083177
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133838000000000,1464133839000000000,Barometer Sensor,1009.3423,1464133838769162552
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133838000000000,1464133839000000000,Barometer Sensor,1011.50635,1464133838947104844
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133839000000000,1464133840000000000,Barometer Sensor,1011.6494,1464133839303118646
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133839000000000,1464133840000000000,Barometer Sensor,1011.1416,1464133839481131666
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133839000000000,1464133840000000000,Barometer Sensor,1010.42847,1464133839659110365
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133839000000000,1464133840000000000,Barometer Sensor,1009.77344,1464133839836158021
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133840000000000,1464133841000000000,Barometer Sensor,1011.2102,1464133840192100469
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133840000000000,1464133841000000000,Barometer Sensor,1011.2534,1464133840369892813
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133840000000000,1464133841000000000,Barometer Sensor,1011.188,1464133840548135469
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133840000000000,1464133841000000000,Barometer Sensor,1011.08057,1464133840726216562
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133840000000000,1464133841000000000,Barometer Sensor,1011.0127,1464133840903943229
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133841000000000,1464133842000000000,Barometer Sensor,1011.02686,1464133841259992239
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133841000000000,1464133842000000000,Barometer Sensor,1010.94507,1464133841438308386
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133841000000000,1464133842000000000,Barometer Sensor,1011.04614,1464133841616084896
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133841000000000,1464133842000000000,Barometer Sensor,1011.08594,1464133841794182656
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133841000000000,1464133842000000000,Barometer Sensor,1011.0735,1464133841971273959
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133842000000000,1464133843000000000,Barometer Sensor,1011.02124,1464133842327823489
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133842000000000,1464133843000000000,Barometer Sensor,1010.9702,1464133842505088802
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133842000000000,1464133843000000000,Barometer Sensor,1011.0503,1464133842684257447
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133842000000000,1464133843000000000,Barometer Sensor,1011.06055,1464133842860947083
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133843000000000,1464133844000000000,Barometer Sensor,1011.22876,1464133843039631458
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133843000000000,1464133844000000000,Barometer Sensor,1010.9888,1464133843216800573
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133843000000000,1464133844000000000,Barometer Sensor,1011.02344,1464133843395575209
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133843000000000,1464133844000000000,Barometer Sensor,1010.97,1464133843573005677
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133843000000000,1464133844000000000,Barometer Sensor,1011.2197,1464133843751198229
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133843000000000,1464133844000000000,Barometer Sensor,1010.99414,1464133843928257552
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133844000000000,1464133845000000000,Barometer Sensor,1011.0459,1464133844285116979
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133844000000000,1464133845000000000,Barometer Sensor,1010.791,1464133844462146302
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133844000000000,1464133845000000000,Barometer Sensor,1010.7622,1464133844640473021
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133844000000000,1464133845000000000,Barometer Sensor,1010.6865,1464133844818015417
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133844000000000,1464133845000000000,Barometer Sensor,1010.7554,1464133844996183073
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133845000000000,1464133846000000000,Barometer Sensor,1010.51,1464133845352216718
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133845000000000,1464133846000000000,Barometer Sensor,1011.68774,1464133845530895364
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133845000000000,1464133846000000000,Barometer Sensor,1009.24536,1464133845708395052
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133845000000000,1464133846000000000,Barometer Sensor,1010.0344,1464133845886447240
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133846000000000,1464133847000000000,Barometer Sensor,1010.845,1464133846242385105
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133846000000000,1464133847000000000,Barometer Sensor,1011.34766,1464133846419874323
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133846000000000,1464133847000000000,Barometer Sensor,1011.52466,1464133846597934427
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133846000000000,1464133847000000000,Barometer Sensor,1011.3916,1464133846776169427
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133846000000000,1464133847000000000,Barometer Sensor,1011.1306,1464133846953775677
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133847000000000,1464133848000000000,Barometer Sensor,1011.0222,1464133847309021511
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133847000000000,1464133848000000000,Barometer Sensor,1011.0066,1464133847487200313
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133847000000000,1464133848000000000,Barometer Sensor,1011.0879,1464133847665676876
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133847000000000,1464133848000000000,Barometer Sensor,1011.19604,1464133847843596718
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133848000000000,1464133849000000000,Barometer Sensor,1011.23486,1464133848199283333
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133848000000000,1464133849000000000,Barometer Sensor,1011.3013,1464133848376819844
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133848000000000,1464133849000000000,Barometer Sensor,1011.2471,1464133848554460313
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133848000000000,1464133849000000000,Barometer Sensor,1011.22437,1464133848733005000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,pressure,1464133848000000000,1464133849000000000,Barometer Sensor,1011.21606,1464133848910204323
