user_id,sw_name,sw_version,device_id,device_type,timezone,type,start,end,sensor_name,x,y,z,timestamps
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.441487,5.230732,7.2221093,1464134323886572084
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.497751,5.197213,7.313089,1464134323891648751
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.5181017,5.2037973,7.389105,1464134323897262552
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.6001031,5.1996074,7.454347,1464134323900859167
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.6779146,5.2079873,7.457938,1464134323907187708
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7341783,5.241506,7.483676,1464134323911315417
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7748797,5.2887917,7.547721,1464134323916810000
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7748797,5.2887917,7.547721,1464134323920580104
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7928362,5.3145294,7.623737,1464134323926682396
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7928362,5.3145294,7.623737,1464134323930938959
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7018566,5.366603,7.885902,1464134323936721615
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.7018566,5.366603,7.885902,1464134323941054531
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.3104045,5.2899885,7.9475527,1464134323946095989
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.3104045,5.2899885,7.9475527,1464134323950513281
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.2284033,5.489306,8.01878,1464134323955907187
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.2625206,5.331289,7.8691425,1464134323960960261
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.219425,5.199009,7.668628,1464134323966429584
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.219425,5.199009,7.668628,1464134323970631146
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.2703018,5.41329,7.868544,1464134323975680209
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.2703018,5.41329,7.868544,1464134323980023073
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.3349452,5.5270147,8.049306,1464134323985896458
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.4504654,5.5964465,8.294113,1464134323989720209
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.5133133,5.5898623,8.453926,1464134323995999896
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134323000000000,1464134324000000000,MPU6500 Acceleration Sensor,-2.4187422,5.3863554,8.367136,1464134323999673802
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134324000000000,1464134325000000000,MPU6500 Acceleration Sensor,-2.2463598,5.2241483,8.35337,1464134324010135677
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134324000000000,1464134325000000000,MPU6500 Acceleration Sensor,-2.0614076,5.163096,8.326435,1464134324015753855
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134324000000000,1464134325000000000,MPU6500 Acceleration Sensor,-1.9231426,5.139154,8.248025,1464134324019985365
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134324000000000,1464134325000000000,MPU6500 Acceleration Sensor,-1.7818847,5.1385555,8.141483,1464134324024928959
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134324000000000,1464134325000000000,MPU6500 Acceleration Sensor,-1.6699557,5.140351,8.066664,1464134324029491875
0,crowdsignals.algosnap.com,1.0(1),352622063881655,smartphone,-8,accelerometer,1464134324000000000,1464134325000000000,MPU6500 Acceleration Sensor,-1.5502456,5.0541596,8.136096,1464134324034855833
